Date	Volume
2013-12-20 00:00:00	0.155075471698098
2013-12-21 00:00:00	0.155075471698098
2013-12-22 00:00:00	0.155075471698105
2013-12-23 00:00:00	0.155075471698098
2013-12-24 00:00:00	0.155075471698098
2013-12-25 00:00:00	0.155075471698105
2013-12-26 00:00:00	0.155075471698098
2013-12-27 00:00:00	0.155075471698197
2013-12-28 00:00:00	0.155075471698105
2013-12-29 00:00:00	0.155075471698098
2013-12-30 00:00:00	0.155075471698098
2013-12-31 00:00:00	0.155075471698105
2014-01-01 00:00:00	0.155075471698098
2014-01-02 00:00:00	0.155075471698105
2014-01-03 00:00:00	0.155075471698197
2014-01-04 00:00:00	0.155075471698098
2014-01-05 00:00:00	0.155075471698105
2014-01-06 00:00:00	0.155075471698098
2014-01-07 00:00:00	0.155075471698098
2014-01-08 00:00:00	0.155075471698105
2014-01-09 00:00:00	0.155075471698098
2014-01-10 00:00:00	0.155075471698098
2014-01-11 00:00:00	0.155075471698204
2014-01-12 00:00:00	0.155075471698098
2014-01-13 00:00:00	0.155075471698098
2014-01-14 00:00:00	0.155075471698105
2014-01-15 00:00:00	0.155075471698098
2014-01-16 00:00:00	0.155075471698105
2014-01-17 00:00:00	0.155075471698098
2014-01-18 00:00:00	0.155075471698098
2014-01-19 00:00:00	0.155075471698204
2014-01-20 00:00:00	0.155075471698098
2014-01-21 00:00:00	0.155075471698098
2014-01-22 00:00:00	0.155075471698105
2014-01-23 00:00:00	0.208999999999996
2014-01-24 00:00:00	0.245000000000005
2014-01-25 00:00:00	0.0649999999999977
2014-01-26 00:00:00	0.122
2014-01-27 00:00:00	0.170999999999999
2014-01-28 00:00:00	0.159999999999997
2014-01-29 00:00:00	0.159000000000006
2014-01-30 00:00:00	0.158999999999999
2014-01-31 00:00:00	0.140999999999998
2014-02-01 00:00:00	0.0679999999999978
2014-02-02 00:00:00	0.0900000000000034
2014-02-03 00:00:00	0.260999999999996
2014-02-04 00:00:00	0.160000000000004
2014-02-05 00:00:00	0.143000000000001
2014-02-06 00:00:00	0.213000000000001
2014-02-07 00:00:00	0.178999999999995
2014-02-08 00:00:00	0.0720000000000027
2014-02-09 00:00:00	0.143999999999998
2014-02-10 00:00:00	0.247
2014-02-11 00:00:00	0.167999999999999
2014-02-12 00:00:00	0.130000000000003
2014-02-13 00:00:00	0.173000000000002
2014-02-14 00:00:00	0.167000000000002
2014-02-15 00:00:00	0.0569999999999951
2014-02-16 00:00:00	0.152000000000001
2014-02-17 00:00:00	0.145000000000003
2014-02-18 00:00:00	0.251999999999995
2014-02-19 00:00:00	0.173000000000002
2014-02-20 00:00:00	0.158999999999999
2014-02-21 00:00:00	0.209000000000003
2014-02-22 00:00:00	0.070999999999998
2014-02-23 00:00:00	0
2014-02-24 00:00:00	0.104999999999997
2014-02-25 00:00:00	0.243000000000002
2014-02-26 00:00:00	0.198
2014-02-27 00:00:00	0.221000000000004
2014-02-28 00:00:00	0.153999999999996
2014-03-01 00:00:00	0.111000000000004
2014-03-02 00:00:00	0.0729999999999933
2014-03-03 00:00:00	0.216000000000001
2014-03-04 00:00:00	0.208000000000006
2014-03-05 00:00:00	0.211999999999996
2014-03-06 00:00:00	0.218000000000004
2014-03-07 00:00:00	0.221999999999994
2014-03-08 00:00:00	0.102000000000004
2014-03-09 00:00:00	0.0480000000000018
2014-03-10 00:00:00	0.181999999999995
2014-03-11 00:00:00	0.244
2014-03-12 00:00:00	0.256
2014-03-13 00:00:00	0.202000000000005
2014-03-14 00:00:00	0.254999999999995
2014-03-15 00:00:00	0.154000000000003
2014-03-16 00:00:00	0.232999999999997
2014-03-17 00:00:00	0.311999999999998
2014-03-18 00:00:00	0.183000000000007
2014-03-19 00:00:00	0.108999999999995
2014-03-20 00:00:00	0.131
2014-03-21 00:00:00	0.198999999999998
2014-03-22 00:00:00	
2014-03-23 00:00:00	
2014-03-24 00:00:00	
2014-03-25 00:00:00	
2014-03-26 00:00:00	
2014-03-27 00:00:00	0.228000000000002
2014-03-28 00:00:00	0.103000000000002
2014-03-29 00:00:00	0.000999999999997669
2014-03-30 00:00:00	0.104999999999997
2014-03-31 00:00:00	0.274000000000001
2014-04-01 00:00:00	0.146000000000001
2014-04-02 00:00:00	0.149000000000001
2014-04-03 00:00:00	0.131999999999998
2014-04-04 00:00:00	0.187000000000005
2014-04-05 00:00:00	0
2014-04-06 00:00:00	0.138999999999996
2014-04-07 00:00:00	0.156000000000006
2014-04-08 00:00:00	0.157999999999994
2014-04-09 00:00:00	0.193000000000005
2014-04-10 00:00:00	0.125999999999998
2014-04-11 00:00:00	0.103999999999999
2014-04-12 00:00:00	0
2014-04-13 00:00:00	0.137999999999998
2014-04-14 00:00:00	0.266000000000005
2014-04-15 00:00:00	0.190999999999995
2014-04-16 00:00:00	0.163000000000004
2014-04-17 00:00:00	0.210999999999999
2014-04-18 00:00:00	0
2014-04-19 00:00:00	0
2014-04-20 00:00:00	0.000999999999997669
2014-04-21 00:00:00	0.158999999999999
2014-04-22 00:00:00	0.125
2014-04-23 00:00:00	0.0690000000000026
2014-04-24 00:00:00	0.192
2014-04-25 00:00:00	0.109999999999999
2014-04-26 00:00:00	0
2014-04-27 00:00:00	0.0829999999999984
2014-04-28 00:00:00	0.265000000000001
2014-04-29 00:00:00	0.142000000000003
2014-04-30 00:00:00	0.156999999999996
2014-05-01 00:00:00	0
2014-05-02 00:00:00	0
2014-05-03 00:00:00	0
2014-05-04 00:00:00	0.121000000000002
2014-05-05 00:00:00	0.241
2014-05-06 00:00:00	0.197000000000003
2014-05-07 00:00:00	0.113
2014-05-08 00:00:00	0.143999999999998
2014-05-09 00:00:00	0.137999999999998
2014-05-10 00:00:00	0
2014-05-11 00:00:00	0.0960000000000036
2014-05-12 00:00:00	0.311999999999998
2014-05-13 00:00:00	0.222000000000001
2014-05-14 00:00:00	0.186
2014-05-15 00:00:00	0.195
2014-05-16 00:00:00	0.150999999999996
2014-05-17 00:00:00	0
2014-05-18 00:00:00	0.0820000000000007
2014-05-19 00:00:00	0.221000000000004
2014-05-20 00:00:00	0.186999999999998
2014-05-21 00:00:00	0.134
2014-05-22 00:00:00	0.121000000000002
2014-05-23 00:00:00	0.140999999999998
2014-05-24 00:00:00	0
2014-05-25 00:00:00	0.0660000000000025
2014-05-26 00:00:00	0.196999999999996
2014-05-27 00:00:00	0.161000000000001
2014-05-28 00:00:00	0.165999999999997
2014-05-29 00:00:00	0
2014-05-30 00:00:00	0
2014-05-31 00:00:00	0
2014-06-01 00:00:00	0.0420000000000016
2014-06-02 00:00:00	0.347999999999999
2014-06-03 00:00:00	0.187000000000005
2014-06-04 00:00:00	0.150999999999996
2014-06-05 00:00:00	0.160000000000004
2014-06-06 00:00:00	0
2014-06-07 00:00:00	0
2014-06-08 00:00:00	0.0499999999999972
2014-06-09 00:00:00	0.384
2014-06-10 00:00:00	0.134
2014-06-11 00:00:00	0.167000000000002
2014-06-12 00:00:00	0.170999999999999
2014-06-13 00:00:00	0.179000000000002
2014-06-14 00:00:00	0
2014-06-15 00:00:00	0.109999999999999
2014-06-16 00:00:00	0.271999999999998
2014-06-17 00:00:00	0.247999999999998
2014-06-18 00:00:00	0.247
2014-06-19 00:00:00	0.199000000000005
2014-06-20 00:00:00	0.0659999999999954
2014-06-21 00:00:00	0
2014-06-22 00:00:00	0.0609999999999999
2014-06-23 00:00:00	0.149999999999999
2014-06-24 00:00:00	0.179000000000002
2014-06-25 00:00:00	0.268000000000001
2014-06-26 00:00:00	0.238999999999997
2014-06-27 00:00:00	0.109000000000002
2014-06-28 00:00:00	0
2014-06-29 00:00:00	0.0590000000000046
2014-06-30 00:00:00	0.244
2014-07-01 00:00:00	0.150999999999996
2014-07-02 00:00:00	0.182000000000002
2014-07-03 00:00:00	0.150999999999996
2014-07-04 00:00:00	0.246000000000002
2014-07-05 00:00:00	0
2014-07-06 00:00:00	0
2014-07-07 00:00:00	0
2014-07-08 00:00:00	0
2014-07-09 00:00:00	0.000999999999997669
2014-07-10 00:00:00	0
2014-07-11 00:00:00	0.0220000000000056
2014-07-12 00:00:00	0
2014-07-13 00:00:00	0.0109999999999957
2014-07-14 00:00:00	0
2014-07-15 00:00:00	0
2014-07-16 00:00:00	0
2014-07-17 00:00:00	0
2014-07-18 00:00:00	0
2014-07-19 00:00:00	0.000999999999997669
2014-07-20 00:00:00	0
2014-07-21 00:00:00	0
2014-07-22 00:00:00	0
2014-07-23 00:00:00	0
2014-07-24 00:00:00	0
2014-07-25 00:00:00	0.00100000000000477
2014-07-26 00:00:00	0
2014-07-27 00:00:00	0
2014-07-28 00:00:00	0
2014-07-29 00:00:00	0
2014-07-30 00:00:00	0
2014-07-31 00:00:00	0
2014-08-01 00:00:00	0.000999999999997669
2014-08-02 00:00:00	0.0750000000000028
2014-08-03 00:00:00	0.0700000000000003
2014-08-04 00:00:00	0.195999999999998
2014-08-05 00:00:00	0.253
2014-08-06 00:00:00	0.167999999999999
2014-08-07 00:00:00	0.192
2014-08-08 00:00:00	0.164999999999999
2014-08-09 00:00:00	0
2014-08-10 00:00:00	0.0480000000000018
2014-08-11 00:00:00	0.155999999999999
2014-08-12 00:00:00	0.216000000000001
2014-08-13 00:00:00	0.152999999999999
2014-08-14 00:00:00	0.185000000000002
2014-08-15 00:00:00	0.104999999999997
2014-08-16 00:00:00	0
2014-08-17 00:00:00	0.0630000000000024
2014-08-18 00:00:00	0.441000000000003
2014-08-19 00:00:00	0.161999999999999
2014-08-20 00:00:00	
